,DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
364555,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,1.39,0.06,-9.53336,-64.66925,18.8
364556,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,1.33,0.1,-9.53393,-64.67567,12.0
364557,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,4.64,0.24,-9.7283,-64.2487,11.3
364558,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,11.41,0.0,-9.82207,-63.86391,22.1
364559,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.21,0.1,-9.8464,-64.89299,20.2
364560,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.3,0.11,-9.85448,-64.87805,33.9
364561,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.25,0.1,-9.85741,-64.8968,97.2
364562,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.29,0.1,-9.85887,-64.89099,118.7
364563,2023-09-07 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.2,0.1,-9.86192,-64.9096,25.9
364602,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.37,0.11,-9.87073,-64.87614,17.2
364603,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.28,0.1,-9.86622,-64.90166,28.5
364604,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.29,0.1,-9.863,-64.89596,47.8
364605,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.31,0.11,-9.8564,-64.87364,52.4
364606,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.32,0.29,-9.85301,-64.86781,31.6
364607,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.2,0.1,-9.85183,-64.89925,42.7
364608,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.22,0.1,-9.84861,-64.89357,50.4
364609,2023-09-07 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,5.46,0.03,-9.44032,-64.30403,17.7
364611,2023-09-07 05:38:00,AQUA_M-M,Brasil,RONDÔNIA,PIMENTEIRAS DO OESTE,Amazônia,0.0,14.96,0.0,-13.36439,-61.17083,6.5
364612,2023-09-07 05:38:00,AQUA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,5.0,2.38,0.52,-12.29208,-60.39093,7.2
364613,2023-09-07 05:38:00,AQUA_M-M,Brasil,RONDÔNIA,CACOAL,Amazônia,4.0,2.59,1.0,-11.52689,-61.44756,8.6
366361,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.66,-9.74064,-64.23933,24.1
366362,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.52,-9.73777,-64.21472,16.9
366363,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.51,-9.73353,-64.22021,22.0
366364,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.0,0.06,-9.73079,-65.06345,18.2
366365,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.0,0.06,-9.72884,-65.05695,19.8
366366,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.2,0.31,-9.55985,-64.24872,19.6
366367,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.1,0.05,-9.55696,-64.22405,39.2
366368,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.12,0.05,-9.55278,-64.22999,49.6
366369,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.8,0.06,-9.53641,-64.69884,39.0
366370,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.74,0.46,-9.53533,-64.7055,23.9
366371,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,1.09,0.09,-9.53327,-64.67204,14.7
366372,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,1.04,0.24,-9.53199,-64.67863,25.6
366373,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.01,-9.36972,-63.7154,13.7
366374,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,4.0,1.15,0.14,-9.36124,-63.32579,18.9
366375,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,4.0,1.22,0.02,-9.35883,-63.31966,16.3
366376,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,2.07,0.53,-9.32512,-64.44707,20.6
366377,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,2.14,0.31,-9.32213,-64.45421,13.5
366378,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.01,-9.28088,-63.73204,15.0
366379,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,0.0,0.12,-999.0,-9.18701,-63.18861,17.8
366380,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.15,-9.06368,-62.43558,14.9
366381,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.91,-9.06141,-62.41819,13.6
366382,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.16,-9.05599,-62.43017,36.4
366383,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.15,-9.05157,-62.43713,10.1
366384,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,5.0,0.0,0.48,-8.96828,-62.36035,21.2
366385,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,5.0,0.0,0.23,-8.9633,-62.36661,13.2
366386,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,7.0,0.0,0.26,-8.96109,-62.34965,11.1
366387,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,7.0,0.0,0.31,-8.9521,-62.32802,8.9
366388,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,7.0,0.0,0.64,-8.95002,-62.31109,12.6
366389,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,8.0,0.0,0.99,-8.94469,-62.31739,40.7
366390,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.18,-8.90751,-62.40877,112.0
366391,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.0,0.21,-8.90534,-62.39156,17.7
366392,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.18,-8.89545,-62.41038,18.5
366393,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.06,-8.85529,-62.84455,19.6
366394,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.05,-8.84474,-62.84037,19.6
366395,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,2.0,0.1,0.9,-12.13648,-64.29815,37.4
366396,2023-09-08 01:54:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,2.0,0.1,0.97,-12.13616,-64.30356,24.7
366500,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.69,0.1,-9.87258,-64.89839,11.2
366501,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.57,0.11,-9.87111,-64.90904,4.8
366502,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.61,0.11,-9.86291,-64.89703,8.5
366503,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.03,0.08,-9.79805,-64.98922,7.5
366504,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.24,-9.74107,-64.22646,7.3
366505,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.2,-9.73098,-64.22519,6.8
366506,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,6.0,0.0,0.57,-9.62597,-65.11205,5.9
366507,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.1,0.05,-9.55764,-64.22414,6.4
366508,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.12,0.05,-9.54759,-64.22272,6.1
366509,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.96,0.08,-9.53468,-64.68386,8.6
366510,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,4.0,1.16,0.02,-9.3643,-63.31492,6.6
366511,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,1.93,0.48,-9.32434,-64.43349,5.7
366512,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,0.0,0.11,-999.0,-9.18754,-63.18376,7.6
366513,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,0.0,0.18,0.33,-9.18576,-63.19712,13.8
366514,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,0.0,0.1,-999.0,-9.18313,-63.18983,14.2
366515,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.84,0.5,-9.17017,-62.53862,16.2
366516,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.89,0.27,-9.1696,-62.54387,21.1
366517,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.93,0.35,-9.16812,-62.55346,9.0
366518,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,8.0,0.0,0.98,-8.93767,-62.31939,14.8
366519,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,8.0,0.0,0.45,-8.9366,-62.31056,10.9
366520,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,8.0,0.0,0.55,-8.93459,-62.32592,7.7
366521,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.0,0.21,-8.90437,-62.39232,37.2
366522,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.18,-8.90231,-62.40734,94.0
366523,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.0,0.21,-8.89299,-62.39077,13.6
366524,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.19,-8.89095,-62.40576,13.9
366525,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.05,-8.84254,-62.84148,13.2
366526,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.16,-8.84151,-62.4297,7.9
366527,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.06,0.04,-8.78208,-62.87576,7.1
366528,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.07,0.03,-8.77113,-62.87428,7.6
366529,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.09,-8.30154,-62.77373,7.3
366530,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.04,0.1,-8.29961,-62.78756,16.2
366531,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,2.0,0.04,0.28,-12.13024,-64.28651,20.2
366543,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.13,0.14,-8.25217,-62.80919,14.6
366544,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,2.0,0.0,0.28,-12.13194,-64.27403,9.8
366545,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,4.05,0.01,-10.40237,-64.46174,10.4
366546,2023-09-08 06:16:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,4.02,0.01,-10.40081,-64.47321,11.4
368642,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,4.92,0.01,-9.60738,-64.2955,4.0
368643,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.95,0.04,-9.55713,-64.26095,8.9
368644,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.1,-9.54684,-63.78337,4.1
368645,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.04,-9.53785,-63.78466,8.8
368646,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,5.0,1.62,0.13,-9.46476,-63.39407,6.8
368647,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,32.74,0.0,-9.45009,-65.43294,31.5
368648,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,0.0,7.95,0.04,-9.38477,-63.27707,4.2
368649,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,10.1,0.01,-9.912,-64.77204,7.0
368650,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,9.98,0.01,-9.91066,-64.76217,4.6
368651,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,0.0,12.28,0.01,-9.83706,-64.15487,5.9
368652,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,6.0,37.3,0.0,-9.77803,-65.06866,9.9
368653,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,4.42,0.0,-9.77486,-64.10635,13.5
368654,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,40.07,0.0,-9.75106,-65.08279,6.7
368655,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,9.0,37.73,0.0,-9.74559,-65.04205,14.0
368656,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,36.62,0.0,-9.74423,-65.03193,11.8
368657,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,39.69,0.0,-9.74024,-65.0739,5.9
368658,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,4.67,0.06,-9.73976,-64.25165,7.6
368659,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,39.17,0.0,-9.73888,-65.06373,6.5
368660,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,37.72,0.0,-9.73617,-65.04339,12.4
368661,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,36.58,0.0,-9.73482,-65.03329,5.6
368662,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,4.67,0.01,-9.73193,-64.26237,7.5
368663,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,4.81,0.04,-9.73064,-64.2529,18.2
368664,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,2.4,0.01,-9.04711,-64.16364,6.0
368665,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,CEREJEIRAS,Amazônia,15.0,0.0,0.77,-13.35941,-61.31232,10.2
368666,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,CEREJEIRAS,Amazônia,15.0,0.0,0.93,-13.35808,-61.30306,7.1
368668,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia,4.0,0.01,0.72,-12.15526,-63.8993,7.1
368669,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,3.0,0.93,0.71,-12.15515,-60.76094,5.5
368670,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,13.0,0.0,0.9,-11.99208,-64.12273,5.1
368671,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,14.0,0.0,1.0,-11.95939,-64.07394,5.4
368672,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia,2.0,10.91,0.38,-11.80493,-62.75007,3.9
368673,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,21.08,0.01,-10.65019,-63.51421,5.3
368674,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,18.67,0.0,-10.58268,-63.49296,3.9
368675,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,5.0,27.02,0.0,-10.37938,-64.49958,5.9
368676,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,27.97,0.0,-10.37806,-64.48977,13.4
368677,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,5.0,26.89,0.0,-10.37012,-64.50087,7.5
368678,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,27.17,0.0,-10.36261,-64.49832,6.8
368679,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,28.28,0.0,-10.36127,-64.48854,6.5
368680,2023-08-30 02:19:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,0.0,30.3,0.0,-10.32826,-64.45365,5.2
368692,2023-08-30 06:33:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,32.61,0.0,-9.44454,-65.43373,14.0
368693,2023-08-30 06:33:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,22.6,0.0,-8.37234,-62.68169,25.6
370064,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,29.5,0.0,-7.97975,-62.98705,7.9
370065,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,3.43,0.04,-8.47966,-62.645,13.3
370066,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,2.86,0.35,-8.42793,-62.68842,48.9
370067,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,2.79,0.05,-8.42581,-62.67436,73.8
370068,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,3.0,0.04,-8.41482,-62.67611,16.4
370069,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,2.0,8.27,0.05,-8.58524,-63.33722,19.2
370070,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,0.0,3.86,0.19,-9.91358,-64.27608,19.3
370071,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,0.0,4.27,0.14,-9.90396,-64.27759,8.0
370072,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,0.0,5.58,0.31,-9.88148,-64.25932,5.9
370073,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,9.01,0.01,-9.5588,-64.235,5.3
370074,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,9.54,0.03,-9.5491,-64.23649,14.5
370075,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,1.0,1.15,0.02,-9.39978,-63.71682,6.8
370076,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,3.0,0.1,0.89,-12.15916,-64.18354,5.4
370077,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,3.0,0.0,0.57,-12.13657,-64.29115,28.9
370078,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,3.0,0.0,0.41,-12.13507,-64.28104,11.6
370079,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,0.0,3.5,0.43,-12.38276,-64.08768,8.4
370080,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,9.16,0.01,-9.44859,-64.31267,9.7
370086,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,0.0,0.0,0.61,-12.18485,-60.69726,9.7
370087,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,0.0,0.0,0.71,-12.17719,-60.68717,17.2
370097,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,4.0,0.31,1.0,-9.34422,-62.20933,11.6
370098,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,4.0,0.45,-9.13538,-62.34486,9.7
370099,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,4.06,0.15,-9.13341,-62.33687,9.8
370100,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,6.44,0.03,-9.05787,-62.43755,15.1
370101,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,6.37,0.08,-9.05536,-62.42891,12.1
370102,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,7.0,3.9,0.84,-8.9468,-62.31906,8.0
370103,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,7.0,4.03,0.9,-8.94615,-62.31255,14.5
370104,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,5.06,0.05,-8.90435,-62.41546,15.4
370105,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,8.0,5.33,0.08,-8.90428,-62.34096,32.9
370106,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,5.18,0.06,-8.90212,-62.40106,91.6
370107,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,5.7,0.04,-8.85107,-62.44441,7.6
370108,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,6.14,0.04,-8.84889,-62.42999,19.6
370109,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,11.24,0.01,-8.77963,-62.50639,22.7
370110,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,12.01,0.0,-8.76856,-62.50816,30.2
370111,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,11.8,0.01,-8.7664,-62.49388,15.3
370112,2023-09-09 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,17.18,0.0,-8.69725,-62.56914,7.7
